d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,region,assists_per_level,damage_obj_per_level,damage_building_per_level,damage_turrets_per_level,deaths_per_level,kills_per_level,time_cc_per_level,damage_taken_per_level,turret_kills_per_level,vision_score_per_level,damage_total_per_level,gold_earned_per_level
4.0,3.0,Ezreal,Side.blue,8.0,3394.0,10151.0,3394.0,8.0,1.5,4.0,16.0,8.0,24647.0,2.0,20.0,184084,13500,Other,Many,EU,0.5,212.125,634.4375,212.125,0.5,0.25,0.5,1540.4375,0.125,1.25,11505.25,843.75
4.0,12.0,Poppy,Side.blue,3.0,3171.0,3171.0,3171.0,1.0,8.0,5.0,12.0,28.0,10999.0,1.0,14.0,76632,7612,TopLane_Jungle,Many,EU,0.25,264.25,264.25,264.25,0.08333333333333333,0.4166666666666667,2.3333333333333335,916.5833333333334,0.08333333333333333,1.1666666666666667,6386.0,634.3333333333334
4.0,14.0,Janna,Side.red,13.0,1105.0,3603.0,1105.0,2.0,7.0,1.0,12.0,41.0,,1.0,59.0,28494,7751,Other,Few,EU,1.0833333333333333,92.08333333333333,300.25,92.08333333333333,0.16666666666666666,0.08333333333333333,3.4166666666666665,1086.1228313353315,0.08333333333333333,4.916666666666667,2374.5,645.9166666666666
4.0,14.0,Karma,Side.red,18.0,1863.0,3493.0,1863.0,4.0,4.5,0.0,13.0,23.0,13070.0,1.0,68.0,27787,7824,Other,Few,EU,1.3846153846153846,143.30769230769232,268.6923076923077,143.30769230769232,0.3076923076923077,0.0,1.7692307692307692,1005.3846153846154,0.07692307692307693,5.230769230769231,2137.4615384615386,601.8461538461538
4.0,,Renekton,Side.blue,5.0,5780.0,6310.0,5780.0,11.0,1.090909091,7.0,13.0,18.0,26396.0,1.0,14.0,102436,9909,TopLane_Jungle,Many,EU,0.38461538461538464,444.61538461538464,485.38461538461536,444.61538461538464,0.8461538461538461,0.5384615384615384,1.3846153846153846,2030.4615384615386,0.07692307692307693,1.0769230769230769,7879.692307692308,762.2307692307693
4.0,12.0,Graves,Side.blue,9.0,812.0,812.0,812.0,3.0,6.666666667,11.0,15.0,11.0,14546.0,1.0,15.0,149452,13051,Other,Many,EU,0.6,54.13333333333333,54.13333333333333,54.13333333333333,0.2,0.7333333333333333,0.7333333333333333,969.7333333333333,0.06666666666666667,1.0,9963.466666666667,870.0666666666667
12.0,4.0,Leblanc,Side.red,1.0,84.0,84.0,84.0,7.0,0.571428571,3.0,12.0,5.0,15031.0,0.0,11.0,50255,6717,Other,Many,EU,0.08333333333333333,7.0,7.0,7.0,0.5833333333333334,0.25,0.4166666666666667,1252.5833333333333,0.0,0.9166666666666666,4187.916666666667,559.75
4.0,7.0,Janna,Side.blue,13.0,249.0,845.0,249.0,2.0,6.5,0.0,9.0,21.0,5902.0,0.0,37.0,7883,5061,Other,Few,EU,1.4444444444444444,27.666666666666668,93.88888888888889,27.666666666666668,0.2222222222222222,0.0,2.3333333333333335,655.7777777777778,0.0,4.111111111111111,875.8888888888889,562.3333333333334
3.0,4.0,Kaisa,Side.blue,3.0,655.0,655.0,655.0,7.0,0.857142857,3.0,13.0,3.0,16818.0,0.0,21.0,122701,12026,Other,Many,EU,0.23076923076923078,50.38461538461539,50.38461538461539,50.38461538461539,0.5384615384615384,0.23076923076923078,0.23076923076923078,1293.6923076923076,0.0,1.6153846153846154,9438.538461538461,925.0769230769231
11.0,4.0,Qiyana,Side.blue,17.0,1748.0,38945.0,1748.0,9.0,2.666666667,7.0,18.0,32.0,47053.0,1.0,22.0,255497,15314,TopLane_Jungle,Few,EU,0.9444444444444444,97.11111111111111,2163.6111111111113,97.11111111111111,0.5,0.3888888888888889,1.7777777777777777,2614.0555555555557,0.05555555555555555,1.2222222222222223,14194.277777777777,850.7777777777778
11.0,4.0,Graves,Side.red,12.0,1988.0,26192.0,1988.0,1.0,25.0,13.0,18.0,23.0,20370.0,1.0,28.0,254433,15058,TopLane_Jungle,Few,EU,0.6666666666666666,110.44444444444444,1455.111111111111,110.44444444444444,0.05555555555555555,0.7222222222222222,1.2777777777777777,1131.6666666666667,0.05555555555555555,1.5555555555555556,14135.166666666666,836.5555555555555
4.0,7.0,Caitlyn,Side.red,4.0,13501.0,18917.0,13501.0,3.0,5.666666667,13.0,12.0,3.0,13202.0,4.0,15.0,148540,12898,Other,Many,EU,0.3333333333333333,1125.0833333333333,1576.4166666666667,1125.0833333333333,0.25,1.0833333333333333,0.25,1100.1666666666667,0.3333333333333333,1.25,12378.333333333334,1074.8333333333333
12.0,4.0,Akshan,Side.blue,7.0,3459.0,6027.0,3459.0,5.0,3.2,9.0,15.0,0.0,15961.0,1.0,28.0,126816,12740,TopLane_Jungle,Many,EU,0.4666666666666667,230.6,401.8,230.6,0.3333333333333333,0.6,0.0,1064.0666666666666,0.06666666666666667,1.8666666666666667,8454.4,849.3333333333334
12.0,14.0,Camille,Side.red,1.0,0.0,0.0,0.0,8.0,0.125,0.0,10.0,,14754.0,0.0,6.0,32233,4640,TopLane_Jungle,Few,EU,0.1,0.0,0.0,0.0,0.8,0.0,1.0,1475.4,0.0,0.6,3223.3,464.0
4.0,,Thresh,Side.blue,12.0,699.0,1440.0,699.0,8.0,1.875,3.0,12.0,25.0,16829.0,0.0,64.0,16921,8503,Other,Few,EU,1.0,58.25,120.0,58.25,0.6666666666666666,0.25,2.0833333333333335,1402.4166666666667,0.0,5.333333333333333,1410.0833333333333,708.5833333333334
1.0,4.0,Aphelios,Side.red,6.0,10716.0,12827.0,10716.0,5.0,2.6,7.0,12.0,9.0,12030.0,5.0,26.0,109530,11479,Other,Many,EU,0.5,893.0,1068.9166666666667,893.0,0.4166666666666667,0.5833333333333334,0.75,1002.5,0.4166666666666667,2.1666666666666665,9127.5,956.5833333333334
4.0,1.0,Caitlyn,Side.blue,3.0,2411.0,,2411.0,6.0,1.666666667,7.0,12.0,6.0,13708.0,0.0,11.0,103589,11014,Other,Many,EU,0.25,200.91666666666666,790.7826281108144,200.91666666666666,0.5,0.5833333333333334,0.5,1142.3333333333333,0.0,0.9166666666666666,8632.416666666666,917.8333333333334
4.0,14.0,Sona,Side.blue,18.0,5721.0,6886.0,5721.0,3.0,7.0,3.0,13.0,11.0,22134.0,0.0,52.0,21261,9104,Other,Few,EU,1.3846153846153846,440.0769230769231,529.6923076923077,440.0769230769231,0.23076923076923078,0.23076923076923078,0.8461538461538461,1702.6153846153845,0.0,4.0,1635.4615384615386,700.3076923076923
12.0,,Sylas,Side.red,9.0,4479.0,6649.0,4479.0,5.0,3.4,8.0,15.0,30.0,28763.0,2.0,18.0,138256,13258,Other,Many,EU,0.6,298.6,443.26666666666665,298.6,0.3333333333333333,0.5333333333333333,2.0,1917.5333333333333,0.13333333333333333,1.2,9217.066666666668,883.8666666666667
4.0,14.0,Karma,Side.blue,19.0,2264.0,5903.0,2264.0,3.0,7.0,2.0,13.0,21.0,11235.0,0.0,65.0,30439,8227,Other,Few,EU,1.4615384615384615,174.15384615384616,454.0769230769231,174.15384615384616,0.23076923076923078,0.15384615384615385,1.6153846153846154,864.2307692307693,0.0,5.0,2341.4615384615386,632.8461538461538
12.0,4.0,Akali,Side.blue,7.0,1076.0,1076.0,1076.0,10.0,1.6,9.0,14.0,1.0,30155.0,0.0,19.0,101198,10277,Other,Many,EU,0.5,76.85714285714286,76.85714285714286,76.85714285714286,0.7142857142857143,0.6428571428571429,0.07142857142857142,2153.9285714285716,0.0,1.3571428571428572,7228.428571428572,734.0714285714286
4.0,14.0,Leblanc,Side.red,9.0,1593.0,5073.0,1593.0,2.0,9.0,9.0,14.0,19.0,16814.0,1.0,36.0,97815,11256,Other,Many,EU,0.6428571428571429,113.78571428571429,362.35714285714283,113.78571428571429,0.14285714285714285,0.6428571428571429,1.3571428571428572,1201.0,0.07142857142857142,2.5714285714285716,6986.785714285715,804.0
14.0,4.0,Thresh,Side.blue,22.0,519.0,2948.0,519.0,8.0,2.75,0.0,12.0,24.0,16729.0,0.0,63.0,16000,7775,Other,Few,EU,1.8333333333333333,43.25,245.66666666666666,43.25,0.6666666666666666,0.0,2.0,1394.0833333333333,0.0,5.25,1333.3333333333333,647.9166666666666
4.0,11.0,Viego,Side.blue,6.0,3988.0,47517.0,3988.0,3.0,5.666666667,11.0,15.0,14.0,31493.0,2.0,19.0,169777,12609,TopLane_Jungle,Few,EU,0.4,265.8666666666667,3167.8,265.8666666666667,0.2,0.7333333333333333,0.9333333333333333,2099.5333333333333,0.13333333333333333,1.2666666666666666,11318.466666666667,840.6
3.0,4.0,Kaisa,Side.blue,7.0,6362.0,23767.0,6362.0,7.0,2.0,7.0,16.0,3.0,20042.0,5.0,19.0,163077,13440,Other,Many,EU,0.4375,397.625,1485.4375,397.625,0.4375,0.4375,0.1875,1252.625,0.3125,1.1875,10192.3125,840.0
4.0,12.0,Aatrox,Side.blue,11.0,6206.0,8460.0,6206.0,1.0,31.0,20.0,17.0,29.0,39654.0,3.0,19.0,195964,16472,TopLane_Jungle,Many,EU,0.6470588235294118,365.05882352941177,497.6470588235294,365.05882352941177,0.058823529411764705,1.1764705882352942,1.7058823529411764,2332.5882352941176,0.17647058823529413,1.1176470588235294,11527.29411764706,968.9411764705883
4.0,12.0,Syndra,Side.blue,10.0,4831.0,4831.0,4831.0,4.0,7.0,18.0,16.0,30.0,14205.0,1.0,16.0,135997,16116,Other,Many,EU,0.625,301.9375,301.9375,301.9375,0.25,1.125,1.875,887.8125,0.0625,1.0,8499.8125,1007.25
4.0,12.0,Kennen,Side.red,5.0,4899.0,9640.0,4899.0,2.0,6.5,8.0,16.0,12.0,18731.0,2.0,25.0,143641,12633,TopLane_Jungle,Many,EU,0.3125,306.1875,602.5,306.1875,0.125,0.5,0.75,1170.6875,0.125,1.5625,8977.5625,789.5625
14.0,4.0,Renekton,Side.blue,3.0,1744.0,1744.0,1744.0,8.0,0.375,0.0,12.0,10.0,26083.0,0.0,,78455,6506,TopLane_Jungle,Many,EU,0.25,145.33333333333334,145.33333333333334,145.33333333333334,0.6666666666666666,0.0,0.8333333333333334,2173.5833333333335,0.0,1.399776238813672,6537.916666666667,542.1666666666666
4.0,,Fiora,Side.blue,4.0,0.0,0.0,0.0,13.0,0.538461538,3.0,14.0,11.0,31689.0,0.0,11.0,99684,9736,TopLane_Jungle,Many,EU,0.2857142857142857,0.0,0.0,0.0,0.9285714285714286,0.21428571428571427,0.7857142857142857,2263.5,0.0,0.7857142857142857,7120.285714285715,695.4285714285714
3.0,4.0,Pyke,Side.blue,4.0,1325.0,3099.0,1325.0,2.0,3.5,3.0,10.0,29.0,10120.0,0.0,65.0,23929,7621,Other,Few,EU,0.4,132.5,309.9,132.5,0.2,0.3,2.9,1012.0,0.0,6.5,2392.9,762.1
4.0,11.0,Graves,Side.red,5.0,0.0,4974.0,0.0,7.0,2.142857143,10.0,17.0,29.0,33104.0,0.0,27.0,238434,14891,TopLane_Jungle,Few,EU,0.29411764705882354,0.0,292.5882352941176,0.0,0.4117647058823529,0.5882352941176471,1.7058823529411764,1947.2941176470588,0.0,1.588235294117647,14025.529411764706,875.9411764705883
4.0,12.0,Jayce,Side.blue,0.0,544.0,544.0,544.0,4.0,0.25,1.0,10.0,3.0,8382.0,0.0,9.0,64146,5840,Other,Many,EU,0.0,54.4,54.4,54.4,0.4,0.1,0.3,838.2,0.0,0.9,6414.6,584.0
4.0,1.0,Lucian,Side.blue,4.0,4261.0,14079.0,4261.0,8.0,1.0,4.0,15.0,0.0,18142.0,4.0,40.0,211218,13631,Other,Many,EU,0.26666666666666666,284.06666666666666,938.6,284.06666666666666,0.5333333333333333,0.26666666666666666,0.0,1209.4666666666667,0.26666666666666666,2.6666666666666665,14081.2,908.7333333333333
14.0,4.0,Qiyana,Side.red,12.0,498.0,997.0,498.0,8.0,2.125,5.0,12.0,15.0,19469.0,0.0,19.0,68179,8683,Other,Many,EU,1.0,41.5,83.08333333333333,41.5,0.6666666666666666,0.4166666666666667,1.25,1622.4166666666667,0.0,1.5833333333333333,5681.583333333333,723.5833333333334
4.0,14.0,Rakan,Side.red,12.0,0.0,230.0,0.0,6.0,2.666666667,4.0,11.0,25.0,15874.0,0.0,75.0,14034,7606,Other,Few,EU,1.0909090909090908,0.0,20.90909090909091,0.0,0.5454545454545454,0.36363636363636365,2.272727272727273,1443.090909090909,0.0,6.818181818181818,1275.8181818181818,691.4545454545455
,12.0,Vex,Side.red,6.0,3328.0,12572.0,3328.0,5.0,2.8,8.0,15.0,43.0,15360.0,1.0,19.0,132875,11502,Other,Many,EU,0.4,221.86666666666667,838.1333333333333,221.86666666666667,0.3333333333333333,0.5333333333333333,2.8666666666666667,1024.0,0.06666666666666667,1.2666666666666666,8858.333333333334,766.8
4.0,12.0,Camille,Side.red,2.0,7679.0,7679.0,7679.0,10.0,1.1,9.0,13.0,16.0,33703.0,2.0,14.0,77214,11048,TopLane_Jungle,Many,EU,0.15384615384615385,590.6923076923077,590.6923076923077,590.6923076923077,0.7692307692307693,0.6923076923076923,1.2307692307692308,2592.5384615384614,0.15384615384615385,1.0769230769230769,5939.538461538462,849.8461538461538
4.0,14.0,Nami,Side.blue,25.0,2274.0,2729.0,2274.0,5.0,5.0,0.0,14.0,28.0,13915.0,0.0,110.0,18381,8723,Other,Few,EU,1.7857142857142858,162.42857142857142,194.92857142857142,162.42857142857142,0.35714285714285715,0.0,2.0,993.9285714285714,0.0,7.857142857142857,1312.9285714285713,623.0714285714286
4.0,12.0,Kennen,Side.red,6.0,7369.0,8620.0,7369.0,4.0,2.0,2.0,16.0,11.0,14089.0,2.0,11.0,145623,11064,TopLane_Jungle,Many,EU,0.375,460.5625,538.75,460.5625,0.25,0.125,0.6875,880.5625,0.125,0.6875,9101.4375,691.5
14.0,11.0,Talon,Side.red,2.0,417.0,13187.0,417.0,6.0,1.666666667,8.0,14.0,3.0,25857.0,0.0,28.0,141498,11536,TopLane_Jungle,Few,EU,0.14285714285714285,29.785714285714285,941.9285714285714,29.785714285714285,0.42857142857142855,0.5714285714285714,0.21428571428571427,1846.9285714285713,0.0,2.0,10107.0,824.0
4.0,14.0,Neeko,Side.blue,9.0,4679.0,6789.0,4679.0,6.0,4.166666667,16.0,18.0,30.0,27479.0,1.0,20.0,174999,16114,Other,Many,EU,0.5,259.94444444444446,377.1666666666667,259.94444444444446,0.3333333333333333,0.8888888888888888,1.6666666666666667,1526.611111111111,0.05555555555555555,1.1111111111111112,9722.166666666666,895.2222222222222
4.0,11.0,Zac,Side.blue,2.0,0.0,1016.0,0.0,5.0,0.6,1.0,9.0,14.0,16227.0,0.0,10.0,59124,5541,TopLane_Jungle,Few,EU,0.2222222222222222,0.0,112.88888888888889,0.0,0.5555555555555556,0.1111111111111111,1.5555555555555556,1803.0,0.0,1.1111111111111112,6569.333333333333,615.6666666666666
14.0,4.0,Nami,Side.red,17.0,609.0,798.0,609.0,10.0,2.0,3.0,12.0,28.0,17556.0,0.0,72.0,16678,8533,Other,Few,EU,1.4166666666666667,50.75,66.5,50.75,0.8333333333333334,0.25,2.3333333333333335,1463.0,0.0,6.0,1389.8333333333333,711.0833333333334
14.0,4.0,Bard,Side.red,15.0,341.0,5361.0,341.0,4.0,4.25,2.0,14.0,29.0,17348.0,0.0,85.0,31775,8938,Other,Few,EU,1.0714285714285714,24.357142857142858,382.92857142857144,24.357142857142858,0.2857142857142857,0.14285714285714285,2.0714285714285716,1239.142857142857,0.0,6.071428571428571,2269.6428571428573,638.4285714285714
,4.0,Kayn,Side.blue,17.0,0.0,,0.0,8.0,3.125,8.0,18.0,15.0,50306.0,0.0,30.0,255963,16212,TopLane_Jungle,Few,EU,0.9444444444444444,0.0,1190.4237566871782,0.0,0.4444444444444444,0.4444444444444444,0.8333333333333334,2794.777777777778,0.0,1.6666666666666667,14220.166666666666,900.6666666666666
4.0,12.0,Sylas,Side.red,7.0,2940.0,6199.0,2940.0,4.0,5.0,13.0,15.0,34.0,23837.0,1.0,23.0,121177,13706,Other,Many,EU,0.4666666666666667,196.0,413.26666666666665,196.0,0.26666666666666666,0.8666666666666667,2.2666666666666666,1589.1333333333334,0.06666666666666667,1.5333333333333334,8078.466666666666,913.7333333333333
11.0,6.0,Hecarim,Side.blue,7.0,0.0,9649.0,0.0,7.0,1.428571429,3.0,12.0,12.0,21648.0,0.0,15.0,112641,7959,TopLane_Jungle,Few,EU,0.5833333333333334,0.0,804.0833333333334,0.0,0.5833333333333334,0.25,1.0,1804.0,0.0,1.25,9386.75,663.25
4.0,14.0,Leblanc,Side.blue,0.0,0.0,0.0,0.0,3.0,0.666666667,2.0,11.0,,9182.0,0.0,13.0,43173,5721,Other,Many,EU,0.0,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,1.0,834.7272727272727,0.0,1.1818181818181819,3924.818181818182,520.0909090909091
4.0,11.0,JarvanIV,Side.red,11.0,2128.0,17488.0,2128.0,6.0,2.666666667,5.0,13.0,17.0,24655.0,2.0,24.0,110033,10117,TopLane_Jungle,Few,EU,0.8461538461538461,163.69230769230768,1345.2307692307693,163.69230769230768,0.46153846153846156,0.38461538461538464,1.3076923076923077,1896.5384615384614,0.15384615384615385,1.8461538461538463,8464.076923076924,778.2307692307693
4.0,12.0,Graves,Side.red,8.0,3933.0,13213.0,3933.0,6.0,4.333333333,18.0,18.0,,26957.0,2.0,50.0,327797,21701,Other,Many,EU,0.4444444444444444,218.5,734.0555555555555,218.5,0.3333333333333333,1.0,1.0,1497.611111111111,0.1111111111111111,2.7777777777777777,18210.944444444445,1205.611111111111
4.0,14.0,Neeko,Side.red,5.0,2133.0,2457.0,2133.0,7.0,1.142857143,3.0,13.0,15.0,17497.0,1.0,12.0,90148,7958,Other,Many,EU,0.38461538461538464,164.07692307692307,189.0,164.07692307692307,0.5384615384615384,0.23076923076923078,1.1538461538461537,1345.923076923077,0.07692307692307693,0.9230769230769231,6934.461538461538,612.1538461538462
4.0,12.0,Yone,Side.blue,3.0,3714.0,13529.0,3714.0,7.0,1.857142857,10.0,16.0,20.0,28683.0,1.0,22.0,205202,13775,TopLane_Jungle,Many,EU,0.1875,232.125,845.5625,232.125,0.4375,0.625,1.25,1792.6875,0.0625,1.375,12825.125,860.9375
4.0,11.0,Khazix,Side.red,3.0,0.0,2484.0,0.0,9.0,1.111111111,7.0,12.0,7.0,25077.0,0.0,16.0,101107,10976,TopLane_Jungle,Few,EU,0.25,0.0,207.0,0.0,0.75,0.5833333333333334,0.5833333333333334,2089.75,0.0,1.3333333333333333,8425.583333333334,914.6666666666666
14.0,4.0,Thresh,Side.blue,26.0,404.0,404.0,404.0,8.0,3.875,5.0,15.0,50.0,23208.0,1.0,96.0,27286,10382,Other,Few,EU,1.7333333333333334,26.933333333333334,26.933333333333334,26.933333333333334,0.5333333333333333,0.3333333333333333,3.3333333333333335,1547.2,0.06666666666666667,6.4,1819.0666666666666,692.1333333333333
4.0,12.0,Irelia,Side.red,4.0,3783.0,8607.0,3783.0,7.0,1.142857143,4.0,16.0,12.0,,1.0,35.0,212298,13548,TopLane_Jungle,Many,EU,0.25,236.4375,537.9375,236.4375,0.4375,0.25,0.75,1810.2643533157611,0.0625,2.1875,13268.625,846.75
4.0,7.0,Xayah,Side.blue,17.0,3590.0,45916.0,3590.0,9.0,3.222222222,12.0,18.0,23.0,33101.0,1.0,62.0,348285,22755,Other,Many,EU,0.9444444444444444,199.44444444444446,2550.8888888888887,199.44444444444446,0.5,0.6666666666666666,1.2777777777777777,1838.9444444444443,0.05555555555555555,3.4444444444444446,19349.166666666668,1264.1666666666667
4.0,11.0,Khazix,Side.red,6.0,5109.0,25288.0,5109.0,6.0,3.666666667,16.0,17.0,16.0,31374.0,2.0,16.0,181439,17397,TopLane_Jungle,Few,EU,0.35294117647058826,300.52941176470586,1487.5294117647059,300.52941176470586,0.35294117647058826,0.9411764705882353,0.9411764705882353,1845.5294117647059,0.11764705882352941,0.9411764705882353,10672.882352941177,1023.3529411764706
4.0,,Khazix,Side.red,8.0,3571.0,40272.0,3571.0,3.0,8.666666667000001,18.0,18.0,,28322.0,2.0,29.0,215772,19211,TopLane_Jungle,Few,EU,0.4444444444444444,198.38888888888889,2237.3333333333335,198.38888888888889,0.16666666666666666,1.0,1.0,1573.4444444444443,0.1111111111111111,1.6111111111111112,11987.333333333334,1067.2777777777778
4.0,1.0,Jhin,Side.red,2.0,945.0,20522.0,945.0,1.0,7.0,5.0,18.0,15.0,15856.0,0.0,26.0,333823,15872,Other,Many,EU,0.1111111111111111,52.5,1140.111111111111,52.5,0.05555555555555555,0.2777777777777778,0.8333333333333334,880.8888888888889,0.0,1.4444444444444444,18545.722222222223,881.7777777777778
4.0,12.0,Singed,Side.red,6.0,199.0,1722.0,199.0,13.0,0.538461538,1.0,18.0,36.0,47609.0,1.0,30.0,193926,12147,TopLane_Jungle,Many,EU,0.3333333333333333,11.055555555555555,95.66666666666667,11.055555555555555,0.7222222222222222,0.05555555555555555,2.0,2644.9444444444443,0.05555555555555555,1.6666666666666667,10773.666666666666,674.8333333333334
4.0,1.0,Caitlyn,Side.blue,1.0,6324.0,9157.0,6324.0,6.0,0.6666666666666666,3.0,11.0,13.0,14269.0,2.0,15.0,85920,8237,Other,Many,EU,0.09090909090909091,574.9090909090909,832.4545454545455,574.9090909090909,0.5454545454545454,0.2727272727272727,1.1818181818181819,1297.1818181818182,0.18181818181818182,1.3636363636363635,7810.909090909091,748.8181818181819
4.0,14.0,Leona,Side.red,13.0,73.0,420.0,73.0,6.0,2.5,2.0,13.0,75.0,20086.0,0.0,42.0,28436,8091,Other,Few,EU,1.0,5.615384615384615,32.30769230769231,5.615384615384615,0.46153846153846156,0.15384615384615385,5.769230769230769,1545.076923076923,0.0,3.230769230769231,2187.3846153846152,622.3846153846154
12.0,6.0,Gwen,Side.blue,5.0,9084.0,15828.0,9084.0,5.0,2.4,7.0,15.0,4.0,22033.0,4.0,29.0,126845,12619,TopLane_Jungle,Many,EU,0.3333333333333333,605.6,1055.2,605.6,0.3333333333333333,0.4666666666666667,0.26666666666666666,1468.8666666666666,0.26666666666666666,1.9333333333333333,8456.333333333334,841.2666666666667
4.0,12.0,Lucian,Side.blue,2.0,7135.0,11550.0,7135.0,8.0,2.0,14.0,15.0,4.0,23240.0,3.0,18.0,148616,13970,Other,Many,EU,0.13333333333333333,475.6666666666667,770.0,475.6666666666667,0.5333333333333333,0.9333333333333333,0.26666666666666666,1549.3333333333333,0.2,1.2,9907.733333333334,931.3333333333334
4.0,11.0,Qiyana,Side.red,7.0,981.0,34008.0,981.0,5.0,3.6,11.0,14.0,12.0,22064.0,1.0,18.0,163243,12236,TopLane_Jungle,Few,EU,0.5,70.07142857142857,2429.1428571428573,70.07142857142857,0.35714285714285715,0.7857142857142857,0.8571428571428571,1576.0,0.07142857142857142,1.2857142857142858,11660.214285714286,874.0
4.0,14.0,Zed,Side.blue,5.0,881.0,881.0,881.0,14.0,1.214285714,12.0,14.0,4.0,23669.0,1.0,14.0,96500,11539,Other,Many,EU,0.35714285714285715,62.92857142857143,62.92857142857143,62.92857142857143,1.0,0.8571428571428571,0.2857142857142857,1690.642857142857,0.07142857142857142,1.0,6892.857142857143,824.2142857142857
4.0,12.0,Akali,Side.blue,6.0,1904.0,4841.0,1904.0,7.0,2.714285714,13.0,17.0,3.0,28537.0,1.0,20.0,139265,14819,Other,Many,EU,0.35294117647058826,112.0,284.7647058823529,112.0,0.4117647058823529,0.7647058823529411,0.17647058823529413,1678.6470588235295,0.058823529411764705,1.1764705882352942,8192.058823529413,871.7058823529412
4.0,14.0,Karma,Side.red,5.0,230.0,1398.0,230.0,6.0,1.666666667,5.0,13.0,22.0,18858.0,0.0,63.0,64970,8285,Other,Few,EU,0.38461538461538464,17.692307692307693,107.53846153846153,17.692307692307693,0.46153846153846156,0.38461538461538464,1.6923076923076923,1450.6153846153845,0.0,4.846153846153846,4997.692307692308,637.3076923076923
4.0,3.0,Jhin,Side.blue,7.0,1847.0,5887.0,1847.0,6.0,2.1666666666666665,6.0,13.0,17.0,14627.0,,28.0,114911,10503,Other,Many,EU,0.5384615384615384,142.07692307692307,452.84615384615387,142.07692307692307,0.46153846153846156,0.46153846153846156,1.3076923076923077,1125.1538461538462,0.07913868434230426,2.1538461538461537,8839.307692307691,807.9230769230769
4.0,12.0,Irelia,Side.red,14.0,4297.0,14167.0,4297.0,12.0,1.916666667,9.0,18.0,13.0,49164.0,2.0,37.0,195150,16682,TopLane_Jungle,Many,EU,0.7777777777777778,238.72222222222223,787.0555555555555,238.72222222222223,0.6666666666666666,0.5,0.7222222222222222,2731.3333333333335,0.1111111111111111,2.0555555555555554,10841.666666666666,926.7777777777778
12.0,4.0,Xerath,Side.red,13.0,2391.0,4439.0,2391.0,3.0,8.333333332999999,12.0,17.0,,11504.0,0.0,22.0,150719,13585,Other,Many,EU,0.7647058823529411,140.64705882352942,261.11764705882354,140.64705882352942,0.17647058823529413,0.7058823529411765,2.0,676.7058823529412,0.0,1.2941176470588236,8865.823529411764,799.1176470588235
,14.0,Twitch,Side.blue,1.0,2575.0,2891.0,2575.0,5.0,2.2,10.0,13.0,9.0,10281.0,2.0,13.0,102993,10888,Other,Many,EU,0.07692307692307693,198.07692307692307,222.3846153846154,198.07692307692307,0.38461538461538464,0.7692307692307693,0.6923076923076923,790.8461538461538,0.15384615384615385,1.0,7922.538461538462,837.5384615384615
14.0,4.0,Yasuo,Side.blue,3.0,402.0,,402.0,5.0,1.0,2.0,12.0,12.0,14377.0,0.0,7.0,89112,6783,Other,Many,EU,0.25,33.5,666.017909307823,33.5,0.4166666666666667,0.16666666666666666,1.0,1198.0833333333333,0.0,0.5833333333333334,7426.0,565.25
7.0,4.0,Jhin,Side.red,1.0,242.0,447.0,242.0,6.0,0.5,2.0,10.0,5.0,10492.0,0.0,7.0,50382,5879,Other,Many,EU,0.1,24.2,44.7,24.2,0.6,0.2,0.5,1049.2,0.0,0.7,5038.2,587.9
11.0,12.0,Kayn,Side.red,2.0,989.0,1893.0,989.0,12.0,0.5,4.0,14.0,11.0,37281.0,0.0,14.0,133106,10797,TopLane_Jungle,Many,EU,0.14285714285714285,70.64285714285714,135.21428571428572,70.64285714285714,0.8571428571428571,0.2857142857142857,0.7857142857142857,2662.9285714285716,0.0,1.0,9507.57142857143,771.2142857142857
4.0,12.0,Vex,Side.red,8.0,2119.0,2119.0,2119.0,5.0,2.2,3.0,11.0,19.0,9449.0,1.0,18.0,64531,7660,Other,Many,EU,0.7272727272727273,192.63636363636363,192.63636363636363,192.63636363636363,0.45454545454545453,0.2727272727272727,1.7272727272727273,859.0,0.09090909090909091,1.6363636363636365,5866.454545454545,696.3636363636364
4.0,21.0,Lux,Side.red,2.0,223.0,223.0,223.0,8.0,0.5,2.0,11.0,15.0,12426.0,0.0,11.0,75422,6924,Other,Many,EU,0.18181818181818182,20.272727272727273,20.272727272727273,20.272727272727273,0.7272727272727273,0.18181818181818182,1.3636363636363635,1129.6363636363637,0.0,1.0,6856.545454545455,629.4545454545455
4.0,14.0,Qiyana,Side.blue,1.0,3029.0,,3029.0,9.0,0.7777777779999999,6.0,10.0,7.0,12321.0,1.0,18.0,50984,8430,Other,Few,EU,0.1,302.9,432.78309583988994,302.9,0.9,0.6,0.7,1232.1,0.1,1.8,5098.4,843.0
3.0,4.0,Aphelios,Side.red,10.0,9538.0,18660.0,9538.0,9.0,2.444444444,12.0,18.0,17.0,32985.0,3.0,64.0,388626,21608,Other,Many,EU,0.5555555555555556,529.8888888888889,1036.6666666666667,529.8888888888889,0.5,0.6666666666666666,0.9444444444444444,1832.5,0.16666666666666666,3.5555555555555554,21590.333333333332,1200.4444444444443
