d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed,region,assists_per_level,damage_obj_per_level,damage_building_per_level,damage_turrets_per_level,deaths_per_level,kills_per_level,time_cc_per_level,damage_taken_per_level,turret_kills_per_level,vision_score_per_level,damage_total_per_level,gold_earned_per_level
4.0,3.0,Sivir,Side.blue,10.0,3662.0,9176.0,3662.0,5.0,3.2,6.0,14.0,2.0,13039.0,1.0,21.0,121552,10747,Other,Many,NA,0.7142857142857143,261.57142857142856,655.4285714285714,261.57142857142856,0.35714285714285715,0.42857142857142855,0.14285714285714285,931.3571428571429,0.07142857142857142,1.5,8682.285714285714,767.6428571428571
12.0,4.0,Syndra,Side.red,11.0,3397.0,3397.0,3397.0,1.0,14.0,3.0,12.0,20.0,7246.0,1.0,16.0,84766,9144,Other,Many,NA,0.9166666666666666,283.0833333333333,283.0833333333333,283.0833333333333,0.08333333333333333,0.25,1.6666666666666667,603.8333333333334,0.08333333333333333,1.3333333333333333,7063.833333333333,762.0
14.0,4.0,Karma,Side.blue,15.0,1131.0,2454.0,1131.0,4.0,4.25,2.0,12.0,24.0,11492.0,1.0,68.0,22325,8230,Other,Few,NA,1.25,94.25,204.5,94.25,0.3333333333333333,0.16666666666666666,2.0,957.6666666666666,0.08333333333333333,5.666666666666667,1860.4166666666667,685.8333333333334
4.0,1.0,Tristana,Side.blue,3.0,9244.0,18446.0,,1.0,17.0,14.0,15.0,9.0,12835.0,4.0,31.0,188017,15850,Other,Many,NA,0.2,616.2666666666667,1229.7333333333333,,0.06666666666666667,0.9333333333333333,0.6,855.6666666666666,0.26666666666666666,2.066666666666667,12534.466666666667,1056.6666666666667
12.0,4.0,Irelia,Side.blue,0.0,0.0,2090.0,0.0,4.0,0.25,1.0,11.0,4.0,9624.0,0.0,11.0,69959,6113,Other,Many,NA,0.0,0.0,190.0,0.0,0.36363636363636365,0.09090909090909091,0.36363636363636365,874.9090909090909,0.0,1.0,6359.909090909091,555.7272727272727
12.0,4.0,Leblanc,Side.red,15.0,5114.0,,5114.0,3.0,10.0,15.0,18.0,17.0,39618.0,3.0,50.0,258025,19758,Other,Many,NA,0.8333333333333334,284.1111111111111,222.31101845581114,284.1111111111111,0.16666666666666666,0.8333333333333334,0.9444444444444444,2201.0,0.16666666666666666,2.7777777777777777,14334.722222222223,1097.6666666666667
4.0,14.0,Thresh,Side.red,9.0,109.0,,109.0,6.0,2.1666666666666665,4.0,13.0,23.0,23547.0,0.0,71.0,25563,9006,Other,Few,NA,0.6923076923076923,8.384615384615385,95.60196618538436,8.384615384615385,0.46153846153846156,0.3076923076923077,1.7692307692307692,1811.3076923076924,0.0,5.461538461538462,1966.3846153846155,692.7692307692307
12.0,4.0,Yone,Side.red,9.0,8684.0,25343.0,8684.0,3.0,3.333333333333333,1.0,18.0,29.0,20614.0,4.0,22.0,291126,15994,TopLane_Jungle,Many,NA,0.5,482.44444444444446,1407.9444444444443,482.44444444444446,0.16666666666666666,0.05555555555555555,1.6111111111111112,1145.2222222222222,0.2222222222222222,1.2222222222222223,16173.666666666666,888.5555555555555
4.0,1.0,Ezreal,Side.red,9.0,5821.0,7442.0,5821.0,3.0,5.0,6.0,11.0,0.0,10577.0,2.0,,80558,9392,Other,Many,NA,0.8181818181818182,529.1818181818181,676.5454545454545,529.1818181818181,0.2727272727272727,0.5454545454545454,0.0,961.5454545454545,0.18181818181818182,1.4475162497254146,7323.454545454545,853.8181818181819
11.0,4.0,Nunu,Side.red,13.0,769.0,27470.0,769.0,8.0,2.5,7.0,16.0,39.0,44196.0,0.0,53.0,167967,13282,TopLane_Jungle,Few,NA,0.8125,48.0625,1716.875,48.0625,0.5,0.4375,2.4375,2762.25,0.0,3.3125,10497.9375,830.125
4.0,,Talon,Side.red,7.0,3027.0,32128.0,3027.0,1.0,21.0,14.0,14.0,,15067.0,2.0,17.0,160480,12146,TopLane_Jungle,Few,NA,0.5,216.21428571428572,2294.8571428571427,216.21428571428572,0.07142857142857142,1.0,0.0,1076.2142857142858,0.14285714285714285,1.2142857142857142,11462.857142857143,867.5714285714286
3.0,7.0,Yuumi,Side.blue,8.0,0.0,0.0,0.0,5.0,1.6,0.0,9.0,12.0,6158.0,0.0,24.0,4478,4564,Other,Few,NA,0.8888888888888888,0.0,0.0,0.0,0.5555555555555556,0.0,1.3333333333333333,684.2222222222222,0.0,2.6666666666666665,497.55555555555554,507.1111111111111
4.0,7.0,Xayah,Side.blue,7.0,5275.0,9242.0,5275.0,3.0,3.6666666666666665,4.0,13.0,18.0,7854.0,1.0,10.0,108033,10120,Other,Many,NA,0.5384615384615384,405.7692307692308,710.9230769230769,405.7692307692308,0.23076923076923078,0.3076923076923077,1.3846153846153846,604.1538461538462,0.07692307692307693,0.7692307692307693,8310.23076923077,778.4615384615385
4.0,14.0,Syndra,Side.blue,7.0,5996.0,6750.0,5996.0,7.0,2.7142857142857144,12.0,15.0,29.0,16968.0,2.0,,102449,12780,Other,Many,NA,0.4666666666666667,399.73333333333335,450.0,399.73333333333335,0.4666666666666667,0.8,1.9333333333333333,1131.2,0.13333333333333333,1.5036217949265718,6829.933333333333,852.0
4.0,14.0,Galio,Side.blue,10.0,0.0,241.0,0.0,8.0,1.75,4.0,12.0,31.0,21766.0,,67.0,34968,7752,Other,Few,NA,0.8333333333333334,0.0,20.083333333333332,0.0,0.6666666666666666,0.3333333333333333,2.5833333333333335,1813.8333333333333,0.04463972319759796,5.583333333333333,2914.0,646.0
4.0,1.0,Xayah,Side.blue,4.0,4497.0,9916.0,4497.0,8.0,1.125,5.0,14.0,26.0,,3.0,22.0,199671,13548,Other,Many,NA,0.2857142857142857,321.2142857142857,708.2857142857143,321.2142857142857,0.5714285714285714,0.35714285714285715,1.8571428571428572,1144.7672845518268,0.21428571428571427,1.5714285714285714,14262.214285714286,967.7142857142857
4.0,11.0,Kindred,Side.blue,7.0,2950.0,42195.0,2950.0,4.0,4.5,11.0,15.0,10.0,24391.0,2.0,21.0,206805,14298,TopLane_Jungle,Few,NA,0.4666666666666667,196.66666666666666,2813.0,196.66666666666666,0.26666666666666666,0.7333333333333333,0.6666666666666666,1626.0666666666666,0.13333333333333333,1.4,13787.0,953.2
14.0,4.0,Zoe,Side.red,14.0,3512.0,4705.0,3512.0,6.0,3.5,7.0,15.0,37.0,15851.0,0.0,28.0,132078,12566,Other,Many,NA,0.9333333333333333,234.13333333333333,313.6666666666667,234.13333333333333,0.4,0.4666666666666667,2.466666666666667,1056.7333333333333,0.0,1.8666666666666667,8805.2,837.7333333333333
4.0,11.0,RekSai,Side.blue,4.0,672.0,11520.0,672.0,6.0,1.3333333333333333,4.0,10.0,11.0,,0.0,22.0,91760,7521,TopLane_Jungle,Few,NA,0.4,67.2,1152.0,67.2,0.6,0.4,1.1,1738.8363653940187,0.0,2.2,9176.0,752.1
4.0,11.0,RekSai,Side.blue,13.0,6458.0,16073.0,6458.0,10.0,2.6,13.0,18.0,40.0,44072.0,1.0,43.0,191385,17056,TopLane_Jungle,Few,NA,0.7222222222222222,358.77777777777777,892.9444444444445,358.77777777777777,0.5555555555555556,0.7222222222222222,2.2222222222222223,2448.4444444444443,0.05555555555555555,2.388888888888889,10632.5,947.5555555555555
3.0,4.0,Karthus,Side.red,21.0,2952.0,14350.0,2952.0,5.0,5.6,7.0,18.0,23.0,16674.0,2.0,30.0,189487,15174,Other,Many,NA,1.1666666666666667,164.0,797.2222222222222,164.0,0.2777777777777778,0.3888888888888889,1.2777777777777777,926.3333333333334,0.1111111111111111,1.6666666666666667,10527.055555555555,843.0
12.0,4.0,Urgot,Side.blue,1.0,1182.0,4493.0,1182.0,2.0,5.5,10.0,15.0,20.0,22338.0,0.0,28.0,180694,14579,TopLane_Jungle,Many,NA,0.06666666666666667,78.8,299.53333333333336,78.8,0.13333333333333333,0.6666666666666666,1.3333333333333333,1489.2,0.0,1.8666666666666667,12046.266666666666,971.9333333333333
4.0,12.0,Yone,Side.red,6.0,4195.0,6217.0,4195.0,2.0,7.5,9.0,14.0,16.0,12288.0,,20.0,108277,10928,Other,Many,NA,0.42857142857142855,299.64285714285717,444.07142857142856,299.64285714285717,0.14285714285714285,0.6428571428571429,1.1428571428571428,877.7142857142857,0.07343855981762193,1.4285714285714286,7734.071428571428,780.5714285714286
4.0,14.0,Sylas,Side.blue,7.0,428.0,428.0,,15.0,0.7333333333333333,4.0,16.0,21.0,40468.0,0.0,13.0,133708,10605,Other,Many,NA,0.4375,26.75,26.75,,0.9375,0.25,1.3125,2529.25,0.0,0.8125,8356.75,662.8125
4.0,14.0,Qiyana,Side.blue,5.0,2333.0,3915.0,2333.0,2.0,6.5,8.0,13.0,10.0,10031.0,0.0,7.0,72796,9108,Other,Many,NA,0.38461538461538464,179.46153846153845,301.15384615384613,179.46153846153845,0.15384615384615385,0.6153846153846154,0.7692307692307693,771.6153846153846,0.0,0.5384615384615384,5599.692307692308,700.6153846153846
14.0,4.0,Rell,Side.blue,13.0,136.0,1810.0,136.0,3.0,5.0,2.0,12.0,33.0,12786.0,0.0,76.0,25586,7970,Other,Few,NA,1.0833333333333333,11.333333333333334,150.83333333333334,11.333333333333334,0.25,0.16666666666666666,2.75,1065.5,0.0,6.333333333333333,2132.1666666666665,664.1666666666666
3.0,4.0,Lucian,Side.blue,10.0,7856.0,12680.0,7856.0,4.0,4.25,7.0,13.0,1.0,13972.0,3.0,29.0,106699,10286,Other,Many,NA,0.7692307692307693,604.3076923076923,975.3846153846154,604.3076923076923,0.3076923076923077,0.5384615384615384,0.07692307692307693,1074.7692307692307,0.23076923076923078,2.230769230769231,8207.615384615385,791.2307692307693
7.0,4.0,Jhin,Side.blue,15.0,3472.0,10988.0,3472.0,3.0,7.333333333333332,7.0,13.0,23.0,11804.0,,10.0,90818,10008,Other,Many,NA,1.1538461538461537,267.0769230769231,845.2307692307693,267.0769230769231,0.23076923076923078,0.5384615384615384,1.7692307692307692,908.0,0.07913868434230426,0.7692307692307693,6986.0,769.8461538461538
4.0,14.0,Ekko,Side.blue,14.0,3721.0,10450.0,3721.0,8.0,2.875,9.0,18.0,13.0,,0.0,37.0,177594,14252,Other,Many,NA,0.7777777777777778,206.72222222222223,580.5555555555555,206.72222222222223,0.4444444444444444,0.5,0.7222222222222222,1535.4540767789329,0.0,2.0555555555555554,9866.333333333334,791.7777777777778
4.0,7.0,Soraka,Side.blue,17.0,929.0,929.0,929.0,4.0,4.5,1.0,14.0,40.0,15039.0,,46.0,19766,7982,Other,Few,NA,1.2142857142857142,66.35714285714286,66.35714285714286,66.35714285714286,0.2857142857142857,0.07142857142857142,2.857142857142857,1074.2142857142858,0.014806458460550533,3.2857142857142856,1411.857142857143,570.1428571428571
12.0,14.0,Riven,Side.red,2.0,462.0,5173.0,462.0,4.0,1.5,4.0,13.0,16.0,14470.0,1.0,27.0,109261,9555,TopLane_Jungle,Many,NA,0.15384615384615385,35.53846153846154,397.9230769230769,35.53846153846154,0.3076923076923077,0.3076923076923077,1.2307692307692308,1113.076923076923,0.07692307692307693,2.076923076923077,8404.692307692309,735.0
4.0,14.0,Leona,Side.blue,11.0,316.0,1213.0,316.0,10.0,1.4,3.0,13.0,52.0,23624.0,1.0,91.0,23555,8211,Other,Few,NA,0.8461538461538461,24.307692307692307,93.3076923076923,24.307692307692307,0.7692307692307693,0.23076923076923078,4.0,1817.2307692307693,0.07692307692307693,7.0,1811.923076923077,631.6153846153846
11.0,4.0,JarvanIV,Side.red,13.0,580.0,12728.0,580.0,9.0,2.2222222222222223,7.0,15.0,33.0,35726.0,0.0,28.0,198600,13371,TopLane_Jungle,Few,NA,0.8666666666666667,38.666666666666664,848.5333333333333,38.666666666666664,0.6,0.4666666666666667,2.2,2381.733333333333,0.0,1.8666666666666667,13240.0,891.4
4.0,12.0,Fiora,Side.blue,12.0,8152.0,11682.0,8152.0,4.0,3.25,1.0,15.0,5.0,27852.0,3.0,20.0,98024,9985,TopLane_Jungle,Many,NA,0.8,543.4666666666667,778.8,543.4666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,1856.8,0.2,1.3333333333333333,6534.933333333333,665.6666666666666
7.0,4.0,Jhin,Side.blue,14.0,5828.0,9679.0,5828.0,6.0,3.6666666666666665,8.0,16.0,26.0,21024.0,2.0,18.0,199628,14455,Other,Many,NA,0.875,364.25,604.9375,364.25,0.375,0.5,1.625,1314.0,0.125,1.125,12476.75,903.4375
4.0,3.0,Sona,Side.blue,16.0,1316.0,5890.0,1316.0,3.0,6.0,2.0,13.0,,11242.0,0.0,50.0,27563,7982,Other,Few,NA,1.2307692307692308,101.23076923076923,453.0769230769231,101.23076923076923,0.23076923076923078,0.15384615384615385,1.0,864.7692307692307,0.0,3.8461538461538463,2120.230769230769,614.0
12.0,4.0,Gangplank,Side.red,2.0,926.0,926.0,926.0,3.0,0.6666666666666666,0.0,12.0,5.0,9964.0,0.0,8.0,84378,6895,TopLane_Jungle,Many,NA,0.16666666666666666,77.16666666666667,77.16666666666667,77.16666666666667,0.25,0.0,0.4166666666666667,830.3333333333334,0.0,0.6666666666666666,7031.5,574.5833333333334
11.0,4.0,JarvanIV,Side.red,24.0,239.0,26407.0,239.0,9.0,3.2222222222222223,5.0,17.0,28.0,47791.0,1.0,51.0,197169,14397,TopLane_Jungle,Few,NA,1.411764705882353,14.058823529411764,1553.3529411764705,14.058823529411764,0.5294117647058824,0.29411764705882354,1.6470588235294117,2811.235294117647,0.058823529411764705,3.0,11598.176470588236,846.8823529411765
4.0,14.0,Rakan,Side.blue,14.0,82.0,82.0,82.0,11.0,1.2727272727272727,0.0,13.0,28.0,22154.0,0.0,88.0,21512,7228,Other,Few,NA,1.0769230769230769,6.3076923076923075,6.3076923076923075,6.3076923076923075,0.8461538461538461,0.0,2.1538461538461537,1704.1538461538462,0.0,6.769230769230769,1654.7692307692307,556.0
4.0,3.0,Jinx,Side.blue,7.0,3103.0,5790.0,3103.0,4.0,3.5,7.0,13.0,37.0,18041.0,2.0,26.0,123600,12330,Other,Many,NA,0.5384615384615384,238.69230769230768,445.38461538461536,238.69230769230768,0.3076923076923077,0.5384615384615384,2.8461538461538463,1387.7692307692307,0.15384615384615385,2.0,9507.692307692309,948.4615384615385
4.0,11.0,Graves,Side.red,4.0,0.0,16773.0,0.0,3.0,3.0,5.0,11.0,9.0,11264.0,1.0,16.0,106752,7440,TopLane_Jungle,Few,NA,0.36363636363636365,0.0,1524.8181818181818,0.0,0.2727272727272727,0.45454545454545453,0.8181818181818182,1024.0,0.09090909090909091,1.4545454545454546,9704.727272727272,676.3636363636364
4.0,3.0,Lux,Side.blue,11.0,2716.0,2716.0,2716.0,0.0,20.0,9.0,11.0,37.0,3368.0,0.0,63.0,32495,9126,Other,Few,NA,1.0,246.9090909090909,246.9090909090909,246.9090909090909,0.0,0.8181818181818182,3.3636363636363638,306.1818181818182,0.0,5.7272727272727275,2954.090909090909,829.6363636363636
12.0,14.0,Camille,Side.red,5.0,4709.0,4709.0,4709.0,4.0,2.5,5.0,13.0,21.0,21374.0,2.0,23.0,73684,8761,TopLane_Jungle,Many,NA,0.38461538461538464,362.2307692307692,362.2307692307692,362.2307692307692,0.3076923076923077,0.38461538461538464,1.6153846153846154,1644.1538461538462,0.15384615384615385,1.7692307692307692,5668.0,673.9230769230769
11.0,,Ekko,Side.red,3.0,0.0,13748.0,0.0,6.0,1.1666666666666667,4.0,13.0,,,1.0,9.0,153358,9069,TopLane_Jungle,Few,NA,0.23076923076923078,0.0,1057.5384615384614,0.0,0.46153846153846156,0.3076923076923077,1.0,1895.5946991091907,0.07692307692307693,0.6923076923076923,11796.76923076923,697.6153846153846
12.0,4.0,Urgot,Side.red,3.0,939.0,6726.0,939.0,3.0,1.6666666666666667,2.0,13.0,11.0,15108.0,0.0,20.0,121990,9587,TopLane_Jungle,Many,NA,0.23076923076923078,72.23076923076923,517.3846153846154,72.23076923076923,0.23076923076923078,0.15384615384615385,0.8461538461538461,1162.1538461538462,0.0,1.5384615384615385,9383.846153846154,737.4615384615385
3.0,4.0,Karthus,Side.blue,12.0,183.0,516.0,183.0,13.0,1.5384615384615383,8.0,14.0,25.0,20818.0,0.0,15.0,122891,11801,Other,Many,NA,0.8571428571428571,13.071428571428571,36.857142857142854,13.071428571428571,0.9285714285714286,0.5714285714285714,1.7857142857142858,1487.0,0.0,1.0714285714285714,8777.92857142857,842.9285714285714
3.0,4.0,Ashe,Side.blue,9.0,7680.0,21414.0,7680.0,10.0,2.0,11.0,17.0,35.0,23833.0,1.0,35.0,176531,15667,Other,Many,NA,0.5294117647058824,451.7647058823529,1259.6470588235295,451.7647058823529,0.5882352941176471,0.6470588235294118,2.0588235294117645,1401.9411764705883,0.058823529411764705,2.0588235294117645,10384.176470588236,921.5882352941177
4.0,12.0,Yone,Side.red,1.0,576.0,576.0,576.0,6.0,0.3333333333333333,1.0,10.0,4.0,12809.0,0.0,6.0,45494,4896,Other,Few,NA,0.1,57.6,57.6,57.6,0.6,0.1,0.4,1280.9,0.0,0.6,4549.4,489.6
4.0,,Nidalee,Side.red,3.0,1030.0,49655.0,1030.0,1.0,11.0,8.0,14.0,3.0,27993.0,2.0,34.0,194985,11548,TopLane_Jungle,Few,NA,0.21428571428571427,73.57142857142857,3546.785714285714,73.57142857142857,0.07142857142857142,0.5714285714285714,0.21428571428571427,1999.5,0.14285714285714285,2.4285714285714284,13927.5,824.8571428571429
4.0,6.0,Jhin,Side.red,8.0,2421.0,2793.0,2421.0,6.0,1.8333333333333333,3.0,12.0,22.0,17649.0,0.0,11.0,117000,9477,Other,Many,NA,0.6666666666666666,201.75,232.75,201.75,0.5,0.25,1.8333333333333333,1470.75,0.0,0.9166666666666666,9750.0,789.75
4.0,1.0,Jhin,Side.red,16.0,5909.0,18107.0,5909.0,4.0,6.75,11.0,18.0,35.0,21922.0,1.0,50.0,332168,19362,Other,Many,NA,0.8888888888888888,328.27777777777777,1005.9444444444445,328.27777777777777,0.2222222222222222,0.6111111111111112,1.9444444444444444,1217.888888888889,0.05555555555555555,2.7777777777777777,18453.777777777777,1075.6666666666667
14.0,4.0,Leblanc,Side.blue,7.0,3515.0,5684.0,3515.0,1.0,19.0,12.0,16.0,13.0,15065.0,1.0,21.0,143175,14011,Other,Many,NA,0.4375,219.6875,355.25,219.6875,0.0625,0.75,0.8125,941.5625,0.0625,1.3125,8948.4375,875.6875
14.0,4.0,Nami,Side.blue,20.0,426.0,2398.0,426.0,8.0,2.875,3.0,13.0,33.0,17170.0,0.0,85.0,17345,9245,Other,Few,NA,1.5384615384615385,32.76923076923077,184.46153846153845,32.76923076923077,0.6153846153846154,0.23076923076923078,2.5384615384615383,1320.7692307692307,0.0,6.538461538461538,1334.2307692307693,711.1538461538462
4.0,12.0,Leblanc,Side.red,2.0,849.0,947.0,849.0,2.0,1.5,1.0,11.0,5.0,9164.0,0.0,6.0,45848,5162,Other,Many,NA,0.18181818181818182,77.18181818181819,86.0909090909091,77.18181818181819,0.18181818181818182,0.09090909090909091,0.45454545454545453,833.0909090909091,0.0,0.5454545454545454,4168.0,469.27272727272725
4.0,11.0,Kindred,Side.red,3.0,2745.0,43363.0,2745.0,6.0,1.6666666666666667,7.0,14.0,10.0,22825.0,1.0,34.0,163162,11365,TopLane_Jungle,Few,NA,0.21428571428571427,196.07142857142858,3097.3571428571427,196.07142857142858,0.42857142857142855,0.5,0.7142857142857143,1630.357142857143,0.07142857142857142,2.4285714285714284,11654.42857142857,811.7857142857143
4.0,11.0,Ekko,Side.red,13.0,432.0,18041.0,432.0,7.0,3.7142857142857135,13.0,17.0,34.0,42689.0,1.0,30.0,233606,15850,TopLane_Jungle,Few,NA,0.7647058823529411,25.41176470588235,1061.235294117647,25.41176470588235,0.4117647058823529,0.7647058823529411,2.0,2511.1176470588234,0.058823529411764705,1.7647058823529411,13741.529411764706,932.3529411764706
14.0,4.0,Karma,Side.red,13.0,1414.0,1414.0,1414.0,2.0,7.5,2.0,11.0,25.0,9220.0,,45.0,24923,7068,Other,Few,NA,1.1818181818181819,128.54545454545453,128.54545454545453,128.54545454545453,0.18181818181818182,0.18181818181818182,2.272727272727273,838.1818181818181,0.03001871429742578,4.090909090909091,2265.7272727272725,642.5454545454545
4.0,12.0,Shen,Side.red,11.0,0.0,419.0,0.0,2.0,8.0,5.0,15.0,31.0,15100.0,0.0,20.0,88679,8985,TopLane_Jungle,Many,NA,0.7333333333333333,0.0,27.933333333333334,0.0,0.13333333333333333,0.3333333333333333,2.066666666666667,1006.6666666666666,0.0,1.3333333333333333,5911.933333333333,599.0
4.0,3.0,Jhin,Side.red,13.0,8133.0,,8133.0,3.0,8.0,11.0,15.0,28.0,16345.0,3.0,27.0,162433,13934,Other,Many,NA,0.8666666666666667,542.2,528.0420593269204,542.2,0.2,0.7333333333333333,1.8666666666666667,1089.6666666666667,0.2,1.8,10828.866666666667,928.9333333333333
,14.0,Karma,Side.red,19.0,126.0,1485.0,126.0,5.0,4.0,1.0,15.0,23.0,19477.0,0.0,104.0,46517,9136,Other,Few,NA,1.2666666666666666,8.4,99.0,8.4,0.3333333333333333,0.06666666666666667,1.5333333333333334,1298.4666666666667,0.0,6.933333333333334,3101.133333333333,609.0666666666667
12.0,4.0,Yone,Side.blue,0.0,0.0,0.0,0.0,7.0,0.4285714285714285,3.0,12.0,13.0,14260.0,0.0,15.0,92616,7721,Other,Many,NA,0.0,0.0,0.0,0.0,0.5833333333333334,0.25,1.0833333333333333,1188.3333333333333,0.0,1.25,7718.0,643.4166666666666
4.0,6.0,Singed,Side.red,13.0,761.0,2973.0,761.0,4.0,4.25,4.0,13.0,26.0,14538.0,0.0,10.0,60531,7038,Other,Few,NA,1.0,58.53846153846154,228.69230769230768,58.53846153846154,0.3076923076923077,0.3076923076923077,2.0,1118.3076923076924,0.0,0.7692307692307693,4656.2307692307695,541.3846153846154
7.0,4.0,Lulu,Side.blue,12.0,991.0,3838.0,991.0,0.0,13.0,1.0,9.0,8.0,3618.0,0.0,21.0,12804,5451,Other,Few,NA,1.3333333333333333,110.11111111111111,426.44444444444446,110.11111111111111,0.0,0.1111111111111111,0.8888888888888888,402.0,0.0,2.3333333333333335,1422.6666666666667,605.6666666666666
4.0,14.0,Teemo,Side.blue,2.0,5442.0,5442.0,5442.0,1.0,9.0,7.0,11.0,12.0,7752.0,1.0,13.0,70950,8237,Other,Many,NA,0.18181818181818182,494.72727272727275,494.72727272727275,494.72727272727275,0.09090909090909091,0.6363636363636364,1.0909090909090908,704.7272727272727,0.09090909090909091,1.1818181818181819,6450.0,748.8181818181819
4.0,7.0,Jhin,Side.red,10.0,5608.0,9210.0,5608.0,3.0,6.0,8.0,14.0,15.0,9750.0,3.0,28.0,139708,12298,Other,Many,NA,0.7142857142857143,400.57142857142856,657.8571428571429,400.57142857142856,0.21428571428571427,0.5714285714285714,1.0714285714285714,696.4285714285714,0.21428571428571427,2.0,9979.142857142857,878.4285714285714
14.0,4.0,Zed,Side.blue,3.0,1941.0,2503.0,1941.0,4.0,1.25,2.0,12.0,4.0,14409.0,0.0,13.0,84717,9149,Other,Many,NA,0.25,161.75,208.58333333333334,161.75,0.3333333333333333,0.16666666666666666,0.3333333333333333,1200.75,0.0,1.0833333333333333,7059.75,762.4166666666666
4.0,12.0,Ziggs,Side.red,3.0,21503.0,23705.0,21503.0,9.0,1.0,6.0,15.0,15.0,20198.0,3.0,29.0,186777,13849,Other,Many,NA,0.2,1433.5333333333333,1580.3333333333333,1433.5333333333333,0.6,0.4,1.0,1346.5333333333333,0.2,1.9333333333333333,12451.8,923.2666666666667
4.0,14.0,Lulu,Side.blue,29.0,667.0,851.0,667.0,3.0,10.0,1.0,15.0,34.0,13742.0,0.0,73.0,19735,9327,Other,Few,NA,1.9333333333333333,44.46666666666667,56.733333333333334,44.46666666666667,0.2,0.06666666666666667,2.2666666666666666,916.1333333333333,0.0,4.866666666666666,1315.6666666666667,621.8
3.0,4.0,Tristana,Side.red,5.0,10593.0,11467.0,10593.0,11.0,0.9090909090909092,5.0,15.0,4.0,25727.0,2.0,20.0,165398,12830,Other,Many,NA,0.3333333333333333,706.2,764.4666666666667,706.2,0.7333333333333333,0.3333333333333333,0.26666666666666666,1715.1333333333334,0.13333333333333333,1.3333333333333333,11026.533333333333,855.3333333333334
14.0,4.0,Karma,Side.red,9.0,220.0,1258.0,220.0,3.0,3.6666666666666665,2.0,10.0,19.0,,0.0,42.0,16952,5640,Other,Few,NA,0.9,22.0,125.8,22.0,0.3,0.2,1.9,1229.0483799528752,0.0,4.2,1695.2,564.0
7.0,4.0,MissFortune,Side.red,7.0,5256.0,,5256.0,4.0,2.75,4.0,15.0,6.0,12695.0,2.0,21.0,151658,12158,Other,Many,NA,0.4666666666666667,350.4,598.7667606776116,350.4,0.26666666666666666,0.26666666666666666,0.4,846.3333333333334,0.13333333333333333,1.4,10110.533333333333,810.5333333333333
4.0,12.0,Viktor,Side.blue,3.0,586.0,1651.0,586.0,5.0,2.4,9.0,15.0,15.0,9884.0,0.0,17.0,105439,10638,Other,Many,NA,0.2,39.06666666666667,110.06666666666666,39.06666666666667,0.3333333333333333,0.6,1.0,658.9333333333333,0.0,1.1333333333333333,7029.266666666666,709.2
4.0,11.0,RekSai,Side.red,12.0,2535.0,15394.0,2535.0,7.0,3.4285714285714284,12.0,15.0,22.0,29284.0,1.0,38.0,147110,13583,TopLane_Jungle,Few,NA,0.8,169.0,1026.2666666666667,169.0,0.4666666666666667,0.8,1.4666666666666666,1952.2666666666667,0.06666666666666667,2.533333333333333,9807.333333333334,905.5333333333333
4.0,12.0,Jax,Side.blue,11.0,11560.0,19399.0,11560.0,0.0,22.0,11.0,18.0,10.0,27969.0,5.0,32.0,210221,18228,TopLane_Jungle,Many,NA,0.6111111111111112,642.2222222222222,1077.7222222222222,642.2222222222222,0.0,0.6111111111111112,0.5555555555555556,1553.8333333333333,0.2777777777777778,1.7777777777777777,11678.944444444445,1012.6666666666666
11.0,6.0,Hecarim,Side.red,13.0,409.0,36212.0,409.0,1.0,21.0,8.0,14.0,18.0,25228.0,1.0,18.0,182826,11229,TopLane_Jungle,Few,NA,0.9285714285714286,29.214285714285715,2586.5714285714284,29.214285714285715,0.07142857142857142,0.5714285714285714,1.2857142857142858,1802.0,0.07142857142857142,1.2857142857142858,13059.0,802.0714285714286
4.0,14.0,Shen,Side.red,3.0,0.0,0.0,0.0,8.0,0.875,4.0,10.0,24.0,24264.0,,,39524,6310,TopLane_Jungle,Few,NA,0.3,0.0,0.0,0.0,0.8,0.4,2.4,2426.4,0.03239939552370185,1.294017802882182,3952.4,631.0
4.0,1.0,Xerath,Side.blue,7.0,415.0,415.0,415.0,5.0,2.4,5.0,14.0,18.0,15288.0,0.0,,130836,9280,Other,Many,NA,0.5,29.642857142857142,29.642857142857142,29.642857142857142,0.35714285714285715,0.35714285714285715,1.2857142857142858,1092.0,0.0,2.6613677125862,9345.42857142857,662.8571428571429
4.0,12.0,Orianna,Side.blue,3.0,1395.0,1395.0,1395.0,0.0,8.0,5.0,11.0,16.0,6870.0,1.0,9.0,57002,6955,Other,Many,NA,0.2727272727272727,126.81818181818181,126.81818181818181,126.81818181818181,0.0,0.45454545454545453,1.4545454545454546,624.5454545454545,0.09090909090909091,0.8181818181818182,5182.0,632.2727272727273
4.0,,Yasuo,Side.blue,3.0,3584.0,8382.0,3584.0,11.0,0.7272727272727273,5.0,11.0,16.0,20369.0,1.0,12.0,82716,9046,Other,Many,NA,0.2727272727272727,325.8181818181818,762.0,325.8181818181818,1.0,0.45454545454545453,1.4545454545454546,1851.7272727272727,0.09090909090909091,1.0909090909090908,7519.636363636364,822.3636363636364
